,synonyms,percentage,Keyword
768,pollution,0.5334193706512451,soot
769,Particulates,0.5255298018455505,soot
770,Spandex,0.7446351051330566,spandex
771,tights,0.6716089248657227,spandex
772,leotards,0.6385548114776611,spandex
773,unitards,0.6129315495491028,spandex
774,unitard,0.6095881462097168,spandex
775,stretchy,0.6011737585067749,spandex
776,leggings,0.5852362513542175,spandex
777,skintight,0.5656008720397949,spandex
778,pleather,0.5577137470245361,spandex
779,leotard,0.5490393042564392,spandex
780,lining,0.7822132110595703,lined
781,Lined,0.6510339975357056,lined
782,Lining,0.6097469329833984,lined
783,queued,0.5569770336151123,lined
784,snaked,0.5164368152618408,lined
785,jammed,0.5115512609481812,lined
786,popped,0.4991931915283203,lined
787,snaking,0.49498051404953003,lined
788,thronged,0.48667752742767334,lined
789,piled,0.4804844856262207,lined
790,Regular,0.5548245906829834,regular
791,weekly,0.5533446669578552,regular
792,daily,0.4945385456085205,regular
793,regularly,0.4923487901687622,regular
794,yearly,0.4593106210231781,regular
795,monthly,0.45859384536743164,regular
796,biweekly,0.4550207853317261,regular
797,nightly,0.4487983286380768,regular
798,semiweekly,0.4369877576828003,regular
799,frequent,0.43536126613616943,regular
800,hoodie,0.7226213216781616,hoodies
801,hoody,0.6952242851257324,hoodies
802,Hoodies,0.655947208404541,hoodies
803,sweatshirts,0.6483160257339478,hoodies
804,Hoodie,0.6038869023323059,hoodies
805,beanies,0.5903569459915161,hoodies
806,cardigans,0.5853215456008911,hoodies
807,leggings,0.5818539261817932,hoodies
808,polos,0.5701115131378174,hoodies
809,shirts,0.5688614845275879,hoodies
810,organza,0.8077735304832458,chiffon
811,tulle,0.7751495242118835,chiffon
812,ruched,0.7284337282180786,chiffon
813,taffeta,0.7178072929382324,chiffon
814,satin,0.7155978083610535,chiffon
815,charmeuse,0.7075976729393005,chiffon
816,georgette,0.7053263187408447,chiffon
817,chiffons,0.6954898238182068,chiffon
818,strapless,0.6941879391670227,chiffon
819,pleated,0.6903884410858154,chiffon
820,diminutive,0.6244503259658813,petite
821,zaftig,0.620074987411499,petite
822,willowy,0.6161123514175415,petite
823,voluptuous,0.6083981990814209,petite
824,demure,0.597356915473938,petite
825,curvacious,0.5824306011199951,petite
826,lithe,0.5808229446411133,petite
827,vivacious,0.5718519687652588,petite
828,curvaceous,0.5695561766624451,petite
829,statuesque,0.5678141713142395,petite
830,sheaths,0.5983424186706543,sheath
831,sheathes,0.48708340525627136,sheath
832,periosteum,0.4838610589504242,sheath
833,retractor,0.4798192083835602,sheath
834,medially,0.4795438349246979,sheath
835,sheathed,0.4721527397632599,sheath
836,helically,0.4712580442428589,sheath
837,ropelike,0.470917284488678,sheath
838,ferrule,0.46877938508987427,sheath
839,pericardium,0.4680880308151245,sheath
840,pebbles,0.6816005706787109,pebble
841,rocks,0.5312929749488831,pebble
842,stones,0.5212817788124084,pebble
843,boulder,0.4883943200111389,pebble
844,boulders,0.4859228730201721,pebble
845,stone,0.482797771692276,pebble
846,pebbly,0.45405739545822144,pebble
847,sand,0.4494265913963318,pebble
848,raindrop,0.4484196901321411,pebble
849,concretions,0.44552600383758545,pebble
850,bones,0.7579556107521057,bone
851,cartilage,0.6415287256240845,bone
852,femur,0.6215968132019043,bone
853,tendon,0.5869170427322388,bone
854,anklebone,0.564193069934845,bone
855,rib,0.5472856163978577,bone
856,avulsed,0.5470967292785645,bone
857,carpus,0.5451115369796753,bone
858,vertebrae,0.5443248748779297,bone
859,thighbone,0.5437167286872864,bone
860,irons,0.5468516945838928,iron
861,wood,0.4768836498260498,iron
862,wedge,0.4714462161064148,iron
863,fairway,0.4662473201751709,iron
864,niblick,0.4605516195297241,iron
865,putter,0.4586353302001953,iron
866,mashie,0.45704251527786255,iron
867,tee,0.45448148250579834,iron
868,bunker,0.4466663599014282,iron
869,steel,0.44558051228523254,iron
870,knitted,0.7755516767501831,knit
871,knits,0.71796715259552,knit
872,knitting,0.6319419741630554,knit
873,crochet,0.6248534917831421,knit
874,sew,0.6229761838912964,knit
875,crocheted,0.578751802444458,knit
876,stitch,0.5660148859024048,knit
877,quilted,0.5351214408874512,knit
878,knitter,0.5333797335624695,knit
879,Knitting,0.5285825729370117,knit
880,belting,0.7429021000862122,belted
881,stroked,0.6074968576431274,belted
882,smacked,0.5996546745300293,belted
883,plated,0.5620021224021912,belted
884,slugged,0.5406815409660339,belted
885,homered,0.5144126415252686,belted
886,rapped,0.5078710317611694,belted
887,dinger,0.5055289268493652,belted
888,homer,0.5047223567962646,belted
889,homerun,0.4983628988265991,belted
890,Coal,0.7361173629760742,coal
891,lignite,0.654473066329956,coal
892,coalfield,0.5622615814208984,coal
893,coalfields,0.5555745959281921,coal
894,coking,0.5554354190826416,coal
895,LNG,0.5497148633003235,coal
896,mining,0.5478991270065308,coal
897,steelmaking,0.5423989295959473,coal
898,gas,0.5381348133087158,coal
899,renewables,0.532873272895813,coal
900,crepes,0.7492817640304565,crepe
901,crêpe,0.7471246719360352,crepe
902,galette,0.6600714921951294,crepe
903,pastry,0.6468676328659058,crepe
904,ravioli,0.6296603679656982,crepe
905,gnocchi,0.6132094860076904,crepe
906,tartine,0.6131226420402527,crepe
907,genoise,0.6050502061843872,crepe
908,profiterole,0.6022851467132568,crepe
909,lavash,0.5988799333572388,crepe
910,blazer,0.7328230142593384,blazers
911,cardigans,0.6933814287185669,blazers
912,polos,0.62895667552948,blazers
913,jackets,0.616558313369751,blazers
914,plaid,0.6129416823387146,blazers
915,slacks,0.6116637587547302,blazers
916,oxfords,0.6102915406227112,blazers
917,waistcoats,0.6027200818061829,blazers
918,shirts,0.6012247800827026,blazers
919,corduroys,0.6008070707321167,blazers
920,charcoals,0.6592938899993896,charcoal
921,Charcoal,0.6391479969024658,charcoal
922,briquette,0.5680351257324219,charcoal
923,briquettes,0.5581574440002441,charcoal
924,stoves,0.5499939322471619,charcoal
925,wood,0.5377256274223328,charcoal
926,soapstone,0.5327013731002808,charcoal
927,pyrography,0.5195450186729431,charcoal
928,brazier,0.514388918876648,charcoal
929,briquet,0.5142082571983337,charcoal
930,titanium,0.5849751234054565,graphite
931,carbides,0.5611454248428345,graphite
932,alloy,0.5502074956893921,graphite
933,aluminosilicate,0.5448577404022217,graphite
934,zirconium,0.5436473488807678,graphite
935,acrylic,0.5216494202613831,graphite
936,mica,0.5204938650131226,graphite
937,aluminum,0.5201570987701416,graphite
938,nacre,0.5187749862670898,graphite
939,Inconel,0.5185906887054443,graphite
940,unwrinkled,0.4928829073905945,unlined
941,blondish,0.46380677819252014,unlined
942,wrinkled,0.4499281644821167,unlined
943,creased,0.433208167552948,unlined
944,crinkled,0.4326748549938202,unlined
945,compactable,0.4301352798938751,unlined
946,crinkly,0.4290441572666168,unlined
947,fieldstones,0.4289480447769165,unlined
948,uncombed,0.4198381304740906,unlined
949,nubby,0.4189413785934448,unlined
950,Petites,0.6146007776260376,petites
951,bonnes,0.5269262790679932,petites
952,boutiques,0.512319803237915,petites
953,babydolls,0.5078378319740295,petites
954,Espadrilles,0.4856083393096924,petites
955,lingerie,0.4814791679382324,petites
956,missy,0.4806867241859436,petites
957,Ambrielle,0.47458958625793457,petites
958,capelets,0.4727761149406433,petites
959,Jeggings,0.4689770042896271,petites
960,ruched,0.692880392074585,peplum
961,drapey,0.6907336711883545,peplum
962,capelet,0.685204029083252,peplum
963,shirred,0.6830723285675049,peplum
964,boucle,0.6688560247421265,peplum
965,ruching,0.666303277015686,peplum
966,ruffles,0.6626619100570679,peplum
967,charmeuse,0.6568872928619385,peplum
968,pleated,0.6555781364440918,peplum
969,paillettes,0.6545528173446655,peplum
970,candies,0.7498447895050049,candy
971,sweets,0.6814279556274414,candy
972,chocolate,0.6375688314437866,candy
973,chocolates,0.609276533126831,candy
974,lollipops,0.5959503650665283,candy
975,lollypops,0.5737704038619995,candy
976,gobstoppers,0.5577636361122131,candy
977,lollies,0.5509050488471985,candy
978,snacks,0.5500916242599487,candy
979,soda,0.5482007265090942,candy
980,soot,0.5770089626312256,ash
981,ashfall,0.5527690649032593,ash
982,plume,0.5271947383880615,ash
983,particulates,0.5233079791069031,ash
984,lava,0.5058395862579346,ash
985,volcano,0.5031404495239258,ash
986,volcanic,0.5006940364837646,ash
987,sludge,0.4962448477745056,ash
988,debris,0.4936484098434448,ash
989,particulate,0.49041080474853516,ash
990,jerseys,0.8257032036781311,jersey
991,shirt,0.6591905355453491,jersey
992,shirts,0.5496740341186523,jersey
993,Jerseys,0.5271029472351074,jersey
994,sweater,0.5234541893005371,jersey
995,guernsey,0.5199897289276123,jersey
996,uniform,0.5117536783218384,jersey
997,sweatshirt,0.5083307027816772,jersey
998,bib,0.49717551469802856,jersey
999,cleats,0.4906611144542694,jersey
1000,boys,0.8766966462135315,girls
1001,Girls,0.6815221309661865,girls
1002,women,0.6339040398597717,girls
1003,girl,0.6154742240905762,girls
1004,teenagers,0.6144914627075195,girls
1005,kids,0.6068461537361145,girls
1006,ladies,0.582283616065979,girls
1007,schoolgirls,0.5569737553596497,girls
1008,teens,0.5521472096443176,girls
1009,children,0.5411350131034851,girls
1010,mahogany,0.7864211201667786,rosewood
1011,ebony,0.6722502708435059,rosewood
1012,walnut,0.6490097641944885,rosewood
1013,bubinga,0.6394858956336975,rosewood
1014,sapele,0.6388493776321411,rosewood
1015,teak,0.6385043859481812,rosewood
1016,satinwood,0.6276991367340088,rosewood
1017,cocobolo,0.6171006560325623,rosewood
1018,ebonized,0.6126288175582886,rosewood
1019,inlaid,0.606717586517334,rosewood
1020,sages,0.5666593313217163,sage
1021,mugwort,0.4992959797382355,sage
1022,lovage,0.48618263006210327,sage
1023,wisdom,0.4804619550704956,sage
1024,sagacious,0.4800938367843628,sage
1025,yarrow,0.4776548743247986,sage
1026,aucuba,0.4775509536266327,sage
1027,perilla,0.47404491901397705,sage
1028,purslane,0.47404274344444275,sage
1029,rishi,0.4715255796909332,sage
1030,shadows,0.6811989545822144,shadow
1031,pall,0.4966370165348053,shadow
1032,Shadow,0.483242928981781,shadow
1033,wreathed,0.4108700156211853,shadow
1034,cloud,0.4049455225467682,shadow
1035,towering,0.40445876121520996,shadow
1036,shadowed,0.39827364683151245,shadow
1037,specter,0.39197608828544617,shadow
1038,silhouetting,0.3906081020832062,shadow
1039,darkness,0.3889792859554291,shadow
1040,mandarins,0.5997189283370972,mandarin
1041,ume,0.5198383927345276,mandarin
1042,kumquat,0.49168673157691956,mandarin
1043,Mandarins,0.48702019453048706,mandarin
1044,perilla,0.48194605112075806,mandarin
1045,pear,0.4792146682739258,mandarin
1046,plums,0.47492775321006775,mandarin
1047,apricot,0.46586158871650696,mandarin
1048,mulberry,0.46454429626464844,mandarin
1049,bureaucrat,0.4636620879173279,mandarin
1050,coins,0.7786929607391357,coin
1051,Coin,0.5944720506668091,coin
1052,coinage,0.5853906869888306,coin
1053,nickels,0.5693382620811462,coin
1054,Krugerrand,0.5434865951538086,coin
1055,Coins,0.5288721919059753,coin
1056,obverse,0.5277370810508728,coin
1057,mintmarks,0.5242415070533752,coin
1058,numismatic,0.5212832689285278,coin
1059,mintmark,0.5191981792449951,coin
1060,sprucing,0.7005466222763062,spruce
1061,spruces,0.6544869542121887,spruce
1062,spiff,0.6220120191574097,spruce
1063,beautify,0.6198402643203735,spruce
1064,spruced,0.5990036725997925,spruce
1065,Sprucing,0.580801248550415,spruce
1066,gussy,0.5447571873664856,spruce
1067,spiffing,0.5355836749076843,spruce
1068,neaten,0.5224736928939819,spruce
1069,brighten,0.5137263536453247,spruce
1070,denims,0.7739897966384888,denim
1071,jeans,0.7319068908691406,denim
1072,jean,0.6998454332351685,denim
1073,leggings,0.6521916389465332,denim
1074,menswear,0.6339029669761658,denim
1075,sportswear,0.6287790536880493,denim
1076,garments,0.6285368204116821,denim
1077,jegging,0.6247193217277527,denim
1078,chambray,0.616651177406311,denim
1079,swimwear,0.6144608855247498,denim
1080,Cotton,0.6608946323394775,cotton
1081,cottons,0.6323672533035278,cotton
1082,jute,0.5883727073669434,cotton
1083,cottonseed,0.5825004577636719,cotton
1084,cottonseeds,0.5801265835762024,cotton
1085,wheat,0.5760059356689453,cotton
1086,corn,0.5727312564849854,cotton
1087,ramie,0.56416916847229,cotton
1088,soybean,0.5612380504608154,cotton
1089,pima,0.5580978989601135,cotton
1090,linens,0.7479562759399414,linen
1091,tablecloths,0.6409468650817871,linen
1092,cloths,0.6385518312454224,linen
1093,damask,0.6210347414016724,linen
1094,cloth,0.6174253225326538,linen
1095,silk,0.5977894067764282,linen
1096,oilcloth,0.5937647819519043,linen
1097,coverlet,0.5934398174285889,linen
1098,coverlets,0.582676887512207,linen
1099,tablecloth,0.5820418000221252,linen
1100,suits,0.7935054898262024,suit
1101,lawsuit,0.7260671854019165,suit
1102,Suit,0.5952914953231812,suit
1103,lawsuits,0.5749934315681458,suit
1104,countersuit,0.563299298286438,suit
1105,complaint,0.5216640830039978,suit
1106,counterclaim,0.5116291046142578,suit
1107,Suits,0.5060213804244995,suit
1108,sued,0.5044307708740234,suit
1109,plaintiffs,0.49861377477645874,suit
1110,classics,0.6727644205093384,classic
1111,timeless,0.60819011926651,classic
1112,quintessential,0.5944910049438477,classic
1113,retro,0.5737558007240295,classic
1114,vintage,0.5526649951934814,classic
1115,archetypal,0.5457648038864136,classic
1116,throwback,0.5324737429618835,classic
1117,iconic,0.509445071220398,classic
1118,reminiscent,0.504233717918396,classic
1119,esque,0.49272817373275757,classic
1120,seafoam,0.6294207572937012,cerulean
1121,iridescent,0.6221587657928467,cerulean
1122,mauve,0.6120367050170898,cerulean
1123,turquoise,0.6047186851501465,cerulean
1124,oxblood,0.6001496315002441,cerulean
1125,turquoises,0.5992594957351685,cerulean
1126,azure,0.5949968099594116,cerulean
1127,dapples,0.5916050672531128,cerulean
1128,bougainvillaea,0.5907737016677856,cerulean
1129,ecru,0.5905933380126953,cerulean
1130,noon,0.6476033329963684,midnight
1131,sundown,0.6126666069030762,midnight
1132,pm,0.5895258188247681,midnight
1133,o'clock,0.5730006694793701,midnight
1134,dawn,0.5690994262695312,midnight
1135,daybreak,0.5529625415802002,midnight
1136,dusk,0.5446977615356445,midnight
1137,noonish,0.5244760513305664,midnight
1138,a.m.,0.5216991901397705,midnight
1139,sunrise,0.5194092988967896,midnight
1140,fleeces,0.742684543132782,fleece
1141,wool,0.6253674626350403,fleece
1142,woolen,0.5964680910110474,fleece
1143,fleecy,0.579380989074707,fleece
1144,cashmere,0.5514856576919556,fleece
1145,Fleece,0.5379625558853149,fleece
1146,gilet,0.536744236946106,fleece
1147,lambskin,0.5167046785354614,fleece
1148,underclothing,0.5130149126052856,fleece
1149,coats,0.5102458000183105,fleece
1150,girls,0.8766965866088867,boys
1151,kids,0.6193325519561768,boys
1152,Boys,0.6086110472679138,boys
1153,boy,0.5961058139801025,boys
1154,teenagers,0.5958079099655151,boys
1155,schoolboys,0.5812079906463623,boys
1156,men,0.5781347751617432,boys
1157,Girls,0.5759698152542114,boys
1158,youngsters,0.5666273832321167,boys
1159,girl,0.5566432476043701,boys
1160,embellish,0.5985482931137085,embellished
1161,embellishment,0.582740068435669,embellished
1162,embroidered,0.5708445310592651,embellished
1163,embellishments,0.5676740407943726,embellished
1164,embellishes,0.5547082424163818,embellished
1165,ornamented,0.545263409614563,embellished
1166,beaded,0.5229108333587646,embellished
1167,embellishing,0.5216169953346252,embellished
1168,accented,0.5214526057243347,embellished
1169,Embellished,0.5183733701705933,embellished
1170,paddy,0.6451629400253296,rice
1171,cassava,0.6378715634346008,rice
1172,maize,0.6360193490982056,rice
1173,wheat,0.6308332085609436,rice
1174,flour,0.6226258873939514,rice
1175,millet,0.6157388091087341,rice
1176,lentils,0.6144158840179443,rice
1177,corn,0.6120111346244812,rice
1178,noodles,0.5944592356681824,rice
1179,sago,0.5840845704078674,rice
1180,sweatshirt,0.7061419486999512,sweatshirts
1181,shirts,0.7042846083641052,sweatshirts
1182,sweaters,0.6835428476333618,sweatshirts
1183,Sweatshirts,0.6541765332221985,sweatshirts
1184,beanies,0.6523487567901611,sweatshirts
1185,hoodies,0.648315966129303,sweatshirts
1186,jackets,0.6194285750389099,sweatshirts
1187,pullovers,0.597445011138916,sweatshirts
1188,sweatpants,0.5937471389770508,sweatshirts
1189,sweater,0.5909613966941833,sweatshirts
1190,sophomores,0.7923395037651062,juniors
1191,junior,0.7130649089813232,juniors
1192,freshmen,0.6913732886314392,juniors
1193,Juniors,0.6892967224121094,juniors
1194,underclassmen,0.6862415075302124,juniors
1195,Sophomores,0.6346735954284668,juniors
1196,upperclassmen,0.6104953289031982,juniors
1197,seniors,0.6078487038612366,juniors
1198,Freshmen,0.6016701459884644,juniors
1199,returners,0.5953491926193237,juniors
1200,teens,0.7684333324432373,teen
1201,Teen,0.7482229471206665,teen
1202,teenage,0.674379289150238,teen
1203,teenager,0.6664626598358154,teen
1204,teenagers,0.6634749174118042,teen
1205,preteen,0.6045259833335876,teen
1206,Teens,0.5976023077964783,teen
1207,girl,0.5954192876815796,teen
1208,toddler,0.5882150530815125,teen
1209,boy,0.5820169448852539,teen
1210,knitwear,0.6608424782752991,cashmere
1211,angora,0.6516678929328918,cashmere
1212,cashmeres,0.6362298727035522,cashmere
1213,silk,0.6345664262771606,cashmere
1214,pashmina,0.6152918338775635,cashmere
1215,cardigans,0.6150996685028076,cashmere
1216,mohair,0.6071527004241943,cashmere
1217,wools,0.5987939834594727,cashmere
1218,lambskin,0.5980878472328186,cashmere
1219,jacquard,0.5978474617004395,cashmere
1220,grain,0.7639420032501221,wheat
1221,barley,0.7612242102622986,wheat
1222,Wheat,0.7423929572105408,wheat
1223,durum,0.7131503224372864,wheat
1224,corn,0.7077562212944031,wheat
1225,grains,0.698960542678833,wheat
1226,oilseed,0.6848158836364746,wheat
1227,soybeans,0.6730399131774902,wheat
1228,soybean,0.6682295799255371,wheat
1229,oilseeds,0.6647001504898071,wheat
1230,jeweled,0.6718582510948181,beaded
1231,beading,0.6526846289634705,beaded
1232,beadwork,0.6515655517578125,beaded
1233,embroidered,0.6260311603546143,beaded
1234,satin,0.6238886117935181,beaded
1235,sequin,0.6145190596580505,beaded
1236,earrings,0.6133800745010376,beaded
1237,bejeweled,0.61334228515625,beaded
1238,necklaces,0.6104402542114258,beaded
1239,brooches,0.6104353666305542,beaded
1240,Merlot,0.8029729723930359,merlot
1241,chardonnay,0.7914535999298096,merlot
1242,cabernet,0.7776229977607727,merlot
1243,Chardonnay,0.7712417840957642,merlot
1244,Cabernet,0.7463861107826233,merlot
1245,pinot,0.7433716654777527,merlot
1246,zinfandel,0.7239212393760681,merlot
1247,riesling,0.7189218997955322,merlot
1248,wine,0.7179162502288818,merlot
1249,Riesling,0.7074706554412842,merlot
1250,buttons,0.8181989192962646,button
1251,hotkey,0.5890628099441528,button
1252,pushbutton,0.5831672549247742,button
1253,toggle,0.5600376129150391,button
1254,cursor,0.540488600730896,button
1255,backspace,0.5321565866470337,button
1256,keypad,0.5258647203445435,button
1257,toggles,0.5229612588882446,button
1258,knob,0.5129529237747192,button
1259,Ctrl,0.5002147555351257,button
1260,bronzy,0.579643726348877,tawny
1261,russet,0.5718368291854858,tawny
1262,underparts,0.5671560168266296,tawny
1263,purply,0.5542894005775452,tawny
1264,mauve,0.5536788702011108,tawny
1265,grapefruity,0.5510461330413818,tawny
1266,dusky,0.5497459769248962,tawny
1267,mottled,0.5487651824951172,tawny
1268,stippled,0.5486761331558228,tawny
1269,pelage,0.548321545124054,tawny
1270,sea,0.7643541693687439,ocean
1271,oceans,0.7482993602752686,ocean
1272,oceanic,0.6610183119773865,ocean
1273,reef,0.5861438512802124,ocean
1274,seas,0.571910560131073,ocean
1275,lagoon,0.5697569847106934,ocean
1276,seawater,0.561577320098877,ocean
1277,seamount,0.554140567779541,ocean
1278,reefs,0.5538052320480347,ocean
1279,waters,0.5463789701461792,ocean
1280,outfitted,0.7381274700164795,fitted
1281,equipped,0.6586085557937622,fitted
1282,Fitted,0.6363167762756348,fitted
1283,kitted,0.6045072078704834,fitted
1284,refitted,0.5666719675064087,fitted
1285,installed,0.5489205121994019,fitted
1286,equiped,0.5480865240097046,fitted
1287,fitment,0.5469255447387695,fitted
1288,retrofitted,0.5416327714920044,fitted
1289,fastened,0.5270344614982605,fitted
1290,sweatshirt,0.65546715259552,pullover
1291,windbreaker,0.6211135387420654,pullover
1292,sweater,0.6094403266906738,pullover
1293,jacket,0.5841113328933716,pullover
1294,blazer,0.5668706893920898,pullover
1295,corduroys,0.564773678779602,pullover
1296,parka,0.5592176914215088,pullover
1297,hoodie,0.5575312972068787,pullover
1298,sweatshirts,0.5554033517837524,pullover
1299,shirt,0.5538010001182556,pullover
1300,stones,0.7569188475608826,stone
1301,granite,0.6704323887825012,stone
1302,marble,0.6595051288604736,stone
1303,bricks,0.5945059061050415,stone
1304,limestone,0.5749478340148926,stone
1305,brick,0.5541298389434814,stone
1306,stonework,0.5453127026557922,stone
1307,masonry,0.5407930612564087,stone
1308,knapped,0.5349794030189514,stone
1309,sandstone,0.5319169759750366,stone
1310,scarlet,0.7139837741851807,crimson
1311,purple,0.6982596516609192,crimson
1312,blue,0.6294494867324829,crimson
1313,orange,0.5973383784294128,crimson
1314,maroon,0.5945639610290527,crimson
1315,burgundy,0.5788956880569458,crimson
1316,red,0.5773209929466248,crimson
1317,pink,0.5663448572158813,crimson
1318,mauve,0.562463641166687,crimson
1319,cerulean,0.537215530872345,crimson
1320,raisins,0.6159250736236572,raisin
1321,almond,0.6114053130149841,raisin
1322,grape,0.5800395607948303,raisin
1323,apricots,0.5467360019683838,raisin
1324,potato,0.5455198287963867,raisin
1325,strawberry,0.538117527961731,raisin
1326,pear,0.535507082939148,raisin
1327,peaches,0.5333642959594727,raisin
1328,grapes,0.5243203639984131,raisin
1329,cherries,0.5209952592849731,raisin
1330,pasta,0.6603321433067322,spaghetti
1331,ziti,0.6336026191711426,spaghetti
1332,rigatoni,0.6329467296600342,spaghetti
1333,Spaghetti,0.6238145232200623,spaghetti
1334,linguine,0.5770878195762634,spaghetti
1335,spaghettini,0.5613322257995605,spaghetti
1336,linguini,0.5612002611160278,spaghetti
1337,fettuccine,0.5520927906036377,spaghetti
1338,lasagna,0.5493354201316833,spaghetti
1339,noodles,0.548822283744812,spaghetti
1340,anchors,0.8102442026138306,anchor
1341,anchoring,0.7144390344619751,anchor
1342,anchored,0.6605913043022156,anchor
1343,anchorman,0.5745140314102173,anchor
1344,newscaster,0.5376205444335938,anchor
1345,Anchor,0.5287421941757202,anchor
1346,Anchors,0.5075798034667969,anchor
1347,weathercaster,0.5015881061553955,anchor
1348,newscast,0.48231789469718933,anchor
1349,newsreader,0.45599204301834106,anchor
1350,applewood,0.6328310966491699,hickory
1351,wood,0.6005880832672119,hickory
1352,oak,0.5813255906105042,hickory
1353,hardwoods,0.5665547847747803,hickory
1354,birch,0.5497087240219116,hickory
1355,hickories,0.5494433641433716,hickory
1356,cedar,0.5481854677200317,hickory
1357,persimmon,0.5425005555152893,hickory
1358,sassafras,0.5345638990402222,hickory
1359,tamarack,0.522884726524353,hickory
1360,cappuccino,0.7299690246582031,latte
1361,mocha,0.6679123044013977,latte
1362,espresso,0.6536753177642822,latte
1363,frappuccino,0.6365184187889099,latte
1364,decaf,0.6289116740226746,latte
1365,venti,0.6272919774055481,latte
1366,cappuccinos,0.6171342730522156,latte
1367,Frappuccino,0.6126203536987305,latte
1368,coffee,0.6049396395683289,latte
1369,croissant,0.5717417001724243,latte
1370,ruched,0.721338152885437,satin
1371,chiffon,0.7155978083610535,satin
1372,suede,0.7046462297439575,satin
1373,charmeuse,0.6992217898368835,satin
1374,pleated,0.6948148608207703,satin
1375,organza,0.6902986764907837,satin
1376,capelet,0.6854714155197144,satin
1377,grosgrain,0.6842873096466064,satin
1378,velvet,0.6800636053085327,satin
1379,shantung,0.6757242679595947,satin
1380,popsicles,0.606401801109314,lemonade
1381,lemons,0.5959517955780029,lemonade
1382,Lemonade,0.5952606201171875,lemonade
1383,Popsicles,0.5704308152198792,lemonade
1384,sundaes,0.5671095252037048,lemonade
1385,limeade,0.5615929365158081,lemonade
1386,sodas,0.5383608937263489,lemonade
1387,smoothies,0.5357037782669067,lemonade
1388,milkshakes,0.5345654487609863,lemonade
1389,popsicle,0.5329968333244324,lemonade
1390,amethyst,0.6482477188110352,onyx
1391,topaz,0.6246336698532104,onyx
1392,citrine,0.6078321933746338,onyx
1393,inlaid,0.6057531237602234,onyx
1394,amethysts,0.6009540557861328,onyx
1395,ebony,0.5982504487037659,onyx
1396,peridot,0.5950694680213928,onyx
1397,citrines,0.5924903154373169,onyx
1398,turquoise,0.5924732685089111,onyx
1399,aquamarines,0.5887192487716675,onyx
1400,jams,0.7726219892501831,jam
1401,jamming,0.5279730558395386,jam
1402,hootenanny,0.45701974630355835,jam
1403,jammed,0.4531850814819336,jam
1404,Jams,0.4326557219028473,jam
1405,woodshedding,0.43024376034736633,jam
1406,Jam,0.42065179347991943,jam
1407,harmonizers,0.4137327969074249,jam
1408,funk,0.41176652908325195,jam
1409,Jamming,0.3946419060230255,jam
1410,pitches,0.7401653528213501,pitch
1411,fastball,0.5737808346748352,pitch
1412,curveball,0.5543882846832275,pitch
1413,fastballs,0.5357985496520996,pitch
1414,Pitch,0.5267719030380249,pitch
1415,mound,0.5202919244766235,pitch
1416,batter,0.502605140209198,pitch
1417,overswing,0.5007818341255188,pitch
1418,outfield,0.4925296902656555,pitch
1419,forkballs,0.48534679412841797,pitch
1420,snapping,0.6422231197357178,snap
1421,snapped,0.5872324109077454,snap
1422,snaps,0.5804780721664429,snap
1423,Snapping,0.45623108744621277,snap
1424,polaroid,0.4125226140022278,snap
1425,placekick,0.4072516858577728,snap
1426,punt,0.4064251780509949,snap
1427,handoff,0.3967042863368988,snap
1428,grab,0.39652737975120544,snap
1429,shake,0.3866152763366699,snap
1430,earthenware,0.69935542345047,porcelain
1431,ceramic,0.6884738206863403,porcelain
1432,porcelains,0.684565007686615,porcelain
1433,Porcelain,0.6818807125091553,porcelain
1434,faience,0.6802663207054138,porcelain
1435,creamware,0.6711341142654419,porcelain
1436,majolica,0.6680015325546265,porcelain
1437,cloisonne,0.6626518964767456,porcelain
1438,stoneware,0.6495223045349121,porcelain
1439,Majolica,0.646092414855957,porcelain
1440,consecutive,0.7644870281219482,straight
1441,row,0.5846489667892456,straight
1442,successive,0.5481181144714355,straight
1443,skid,0.4753229320049286,straight
1444,streak,0.46576127409935,straight
1445,winless,0.46214234828948975,straight
1446,toback,0.4438389837741852,straight
1447,sixth,0.4366864562034607,straight
1448,consecutives,0.4362926781177521,straight
1449,fifth,0.4299194812774658,straight
1450,clouds,0.7632128596305847,cloud
1451,Cloud,0.6046801805496216,cloud
1452,Clouds,0.5223087072372437,cloud
1453,pall,0.5148372054100037,cloud
1454,thunderhead,0.4942173361778259,cloud
1455,PaaS,0.4727267920970917,cloud
1456,virtualized,0.4706107974052429,cloud
1457,ScaleUp,0.46931517124176025,cloud
1458,CloudBurst,0.46605587005615234,cloud
1459,cumulonimbus,0.4658290147781372,cloud
1460,taller,0.6896722316741943,tall
1461,Tall,0.6415976285934448,tall
1462,towering,0.5926451683044434,tall
1463,lanky,0.5808656811714172,tall
1464,tallest,0.5769767165184021,tall
1465,spindly,0.5697177648544312,tall
1466,wiry,0.5671008229255676,tall
1467,skinny,0.566769003868103,tall
1468,stocky,0.5645200610160828,tall
1469,diminutive,0.5619950294494629,tall
1470,six,0.4658692479133606,2
1471,three,0.4641309678554535,2
1472,five,0.45656806230545044,2
1473,Offsides_h,0.4458201229572296,2
1474,seven,0.4448321461677551,2
1475,l5,0.4443950653076172,2
1476,four,0.4376990795135498,2
1477,Avg.,0.43556782603263855,2
1478,eight,0.43020743131637573,2
